invoice_id,po_id,vendor_id,invoice_amount,invoice_date,payment_status,payment_date,payment_terms,three_way_match_status
INV000920,PO004249,V00419,2994.1,2025-01-02,Paid Late,2025-03-14,Net 60,Matched
INV000921,PO003087,V00306,2096.46,2024-07-29,Paid Late,2024-08-22,Net 15,Matched
INV000922,PO001418,V00025,12415.35,2025-12-24,Unpaid,,Net 30,Matched
INV000923,PO004987,V00368,30434.76,2024-03-12,Paid,2024-04-04,Net 30,Price Variance
INV000924,PO003608,V00142,25038.48,2025-05-26,Paid,2025-06-15,Net 15,Matched
INV000925,PO003708,V00026,6077.67,2025-06-11,Paid Late,2025-08-25,Net 60,Missing Receipt
INV000926,PO005318,V00292,115981.91,2025-05-20,Paid,2025-07-17,Net 60,Matched
INV000927,PO004303,V00403,9655.71,2024-11-26,Paid Late,2025-02-12,Net 60,Matched
INV000928,PO001627,V00437,3597.49,2025-03-08,Paid,2025-03-22,Net 15,Matched
INV000929,PO004398,V00058,4045.32,2025-03-18,Paid Late,2025-04-26,Net 30,Matched
INV000930,PO001692,V00257,807.71,2025-12-01,Paid,2025-12-17,Net 15,Price Variance
INV000931,PO004309,V00337,8212.29,2024-08-23,Paid,2024-09-21,Net 45,Matched
INV000932,PO002973,V00405,5717.41,2024-07-05,Paid,2024-07-20,Net 15,Price Variance
INV000933,PO003277,V00287,27124.03,2024-08-17,Paid Late,2024-10-12,Net 45,Matched
INV000934,PO005376,V00180,4281.31,2024-03-14,Paid,2024-04-28,Net 45,Matched
INV000935,PO002842,V00313,34633.63,2025-06-21,Paid,2025-07-15,Net 30,Matched
INV000936,PO001322,V00169,580959.88,2025-11-25,Unpaid,,Net 30,Matched
INV000937,PO001417,V00264,14856.4,2025-09-09,Paid,2025-10-12,Net 30,Matched
INV000938,PO002908,V00403,2430.95,2025-03-31,Paid,2025-04-25,Net 30,Matched
INV000939,PO004278,V00140,9333.0,2024-04-02,Paid,2024-06-06,Net 60,Missing Receipt
INV000940,PO004490,V00082,13031.16,2024-06-12,Paid,2024-06-21,Net 15,Missing Receipt
INV000941,PO004497,V00015,12315.78,2025-01-10,Paid Late,2025-02-18,Net 30,Matched
INV000942,PO000172,V00491,20657.55,2025-05-20,Paid,2025-07-06,Net 45,Matched
INV000943,PO002955,V00169,8936.2,2025-08-07,Paid,2025-08-12,Net 15,Matched
INV000944,PO003050,V00083,2828.45,2025-07-26,Paid,2025-09-13,Net 60,Matched
INV000945,PO003933,V00295,12550.59,2024-10-14,Paid,2024-12-17,Net 60,Matched
INV000946,PO005242,V00212,1472.37,2024-10-04,Paid,2024-11-15,Net 60,Matched
INV000947,PO000476,V00383,6142.25,2025-02-05,Paid,2025-02-10,Net 15,Matched
INV000948,PO001249,V00379,6813.22,2024-07-11,Paid,2024-08-11,Net 30,Matched
INV000949,PO001451,V00450,5270.53,2024-11-11,Paid,2024-12-05,Net 30,Matched
INV000950,PO000088,V00183,105862.01,2024-09-16,Paid,2024-10-14,Net 45,Matched
INV000951,PO001486,V00368,10644.1,2024-04-22,Paid,2024-06-08,Net 45,Matched
INV000952,PO004826,V00169,15754.72,2025-05-02,Paid,2025-06-13,Net 45,Matched
INV000953,PO002151,V00368,51569.5,2025-05-13,Paid,2025-06-10,Net 30,Matched
INV000954,PO002395,V00403,17074.31,2025-10-20,Paid,2025-11-12,Net 30,Matched
INV000955,PO002031,V00403,17736.46,2025-04-12,Paid,2025-05-06,Net 30,Matched
INV000956,PO005350,V00155,5770.0,2026-01-20,Unpaid,,Net 15,Matched
INV000957,PO003354,V00403,8163.74,2024-03-24,Paid Late,2024-04-14,Net 15,Matched
INV000958,PO001172,V00297,10264.77,2024-02-11,Paid,2024-02-19,Net 15,Matched
INV000959,PO002729,V00153,11525.6,2025-05-19,Paid,2025-06-30,Net 45,Matched
INV000960,PO004927,V00432,58898.69,2024-07-02,Paid,2024-07-18,Net 15,Matched
INV000961,PO005239,V00382,11165.16,2025-10-26,Paid,2025-12-25,Net 60,Missing Receipt
INV000962,PO003880,V00430,26301.4,2025-07-09,Paid,2025-09-05,Net 60,Matched
INV000963,PO004654,V00433,7776.41,2024-07-09,Paid,2024-09-08,Net 60,Matched
INV000964,PO005420,V00312,1336.42,2025-04-05,Paid,2025-05-02,Net 30,Matched
INV000965,PO004688,V00368,7454.83,2025-01-30,Paid Late,2025-03-15,Net 30,Matched
INV000966,PO001108,V00325,3228.73,2025-02-03,Paid,2025-02-08,Net 15,Matched
INV000967,PO001721,V00173,8137.61,2025-01-02,Paid,2025-01-21,Net 30,Matched
INV000968,PO002614,V00359,4496.57,2025-11-26,Unpaid,,Net 60,Matched
INV000969,PO000334,V00348,15014.31,2024-09-22,Paid,2024-11-24,Net 60,Missing Receipt
INV000970,PO002677,V00396,16690.53,2025-08-13,Paid,2025-09-24,Net 60,Matched
INV000971,PO000880,V00248,15603.35,2025-01-25,Paid,2025-03-16,Net 60,Matched
INV000972,PO003029,V00069,2283.52,2025-01-03,Paid,2025-03-02,Net 60,Missing Receipt
INV000973,PO002963,V00038,10868.3,2025-09-26,Paid,2025-10-14,Net 15,Missing Receipt
INV000974,PO002868,V00074,16174.03,2025-09-07,Paid,2025-10-06,Net 30,Matched
INV000975,PO001436,V00299,12625.15,2025-03-07,Paid Late,2025-04-15,Net 30,Matched
INV000976,PO000081,V00368,10801.41,2025-05-05,Paid,2025-05-23,Net 30,Price Variance
INV000977,PO000288,V00368,41924.96,2025-10-08,Paid,2025-12-03,Net 60,Matched
INV000978,PO004355,V00290,3198.72,2026-01-04,Unpaid,,Net 60,Matched
INV000979,PO002324,V00006,53677.54,2025-06-27,Paid,2025-07-16,Net 15,Matched
INV000980,PO004092,V00116,6729.57,2025-10-30,Unpaid,,Net 60,Matched
INV000981,PO003695,V00171,3836.62,2024-11-15,Paid,2024-12-29,Net 45,Matched
INV000982,PO004453,V00406,13065.96,2024-12-23,Paid,2025-02-14,Net 60,Matched
INV000983,PO002827,V00200,38239.51,2025-01-29,Paid,2025-03-15,Net 45,Matched
INV000984,PO002741,V00498,34124.69,2025-07-25,Paid Late,2025-08-15,Net 15,Matched
INV000985,PO000696,V00301,15363.99,2025-11-12,Paid Late,2025-12-03,Net 15,Matched
INV000986,PO002053,V00368,210506.81,2024-01-21,Paid,2024-02-26,Net 45,Matched
INV000987,PO002134,V00086,2468.1,2024-06-21,Paid,2024-07-05,Net 15,Matched
INV000988,PO003430,V00300,11831.15,2024-12-16,Paid Late,2025-02-21,Net 60,Matched
INV000989,PO000341,V00251,48411.36,2024-12-30,Paid Late,2025-02-20,Net 45,Matched
INV000990,PO000803,V00294,4257.74,2025-11-04,Unpaid,,Net 60,Matched
INV000991,PO001384,V00473,47643.52,2025-02-05,Paid,2025-04-02,Net 60,Matched
INV000992,PO002353,V00093,1785.95,2025-10-03,Paid,2025-11-27,Net 60,Matched
INV000993,PO005347,V00030,19547.09,2025-04-30,Paid,2025-05-20,Net 15,Matched
INV000994,PO002206,V00145,8477.09,2025-06-13,Paid,2025-07-30,Net 60,Matched
INV000995,PO003995,V00300,2473.1,2025-10-07,Paid Late,2025-10-29,Net 15,Price Variance
INV000996,PO003838,V00066,22711.23,2025-07-14,Paid,2025-09-10,Net 60,Matched
INV000997,PO001048,V00476,16634.07,2024-11-19,Paid,2024-12-19,Net 30,Matched
INV000998,PO001924,V00020,2289.64,2025-11-17,Paid,2025-12-28,Net 45,Matched
INV000999,PO000320,V00008,7046.24,2026-01-19,Unpaid,,Net 15,Matched
INV001000,PO004374,V00126,63726.64,2024-03-24,Paid Late,2024-06-02,Net 60,Missing Receipt
INV001001,PO000102,V00472,6999.7,2024-04-30,Paid,2024-05-12,Net 15,Matched
INV001002,PO001126,V00361,8111.19,2024-07-08,Paid,2024-08-28,Net 60,Matched
INV001003,PO004083,V00354,9731.4,2025-07-08,Paid Late,2025-09-02,Net 45,Missing Receipt
INV001004,PO002787,V00355,58038.08,2025-02-18,Paid Late,2025-04-10,Net 45,Matched
INV001005,PO004986,V00440,939.03,2025-10-20,Paid Late,2025-11-29,Net 30,Matched
INV001006,PO004794,V00145,5676.7,2025-10-31,Paid,2025-11-08,Net 15,Matched
INV001007,PO000559,V00075,6469.8,2025-04-10,Paid,2025-04-30,Net 30,Price Variance
INV001008,PO000654,V00368,14979.51,2025-11-01,Paid,2025-12-06,Net 30,Matched
INV001009,PO003684,V00197,24235.19,2025-05-10,Paid,2025-05-24,Net 15,Matched
INV001010,PO003902,V00186,5412.23,2024-10-11,Paid Late,2024-12-06,Net 45,Price Variance
INV001011,PO002596,V00154,28477.59,2025-09-25,Paid Late,2025-11-16,Net 45,Matched
INV001012,PO004441,V00393,12181.18,2024-06-01,Paid,2024-06-12,Net 15,Matched
INV001013,PO000318,V00429,1859.93,2025-02-23,Paid,2025-03-24,Net 30,Matched
INV001014,PO003800,V00295,777.82,2025-05-05,Paid,2025-05-29,Net 30,Matched
INV001015,PO000854,V00150,3609.08,2024-12-17,Paid,2024-12-30,Net 15,Matched
INV001016,PO000469,V00432,203622.02,2025-07-16,Paid,2025-09-03,Net 60,Matched
INV001017,PO000908,V00368,3344.92,2025-11-28,Paid,2025-12-16,Net 15,Matched
INV001018,PO000348,V00326,3650.88,2024-02-21,Paid,2024-03-22,Net 45,Matched
INV001019,PO003787,V00491,57970.98,2024-08-31,Paid Late,2024-10-07,Net 30,Matched
INV001020,PO003993,V00403,6833.46,2025-01-03,Paid Late,2025-03-06,Net 45,Price Variance
INV001021,PO004430,V00297,37971.11,2025-08-13,Paid,2025-10-17,Net 60,Matched
INV001022,PO001759,V00403,21942.6,2024-09-11,Paid Late,2024-11-13,Net 45,Price Variance
INV001023,PO000016,V00403,15911.78,2024-10-16,Paid Late,2024-12-19,Net 45,Matched
INV001024,PO000176,V00420,6679.54,2024-08-19,Paid,2024-09-02,Net 30,Matched
INV001025,PO003248,V00063,4518.87,2025-03-12,Paid,2025-04-04,Net 30,Matched
INV001026,PO003782,V00114,1480.6,2025-12-05,Paid,2025-12-21,Net 30,Price Variance
INV001027,PO002593,V00147,13107.62,2025-06-19,Paid,2025-07-21,Net 30,Price Variance
INV001028,PO003960,V00062,7582.2,2025-04-05,Paid Late,2025-05-01,Net 15,Missing Receipt
INV001029,PO000701,V00333,26082.9,2024-03-26,Paid,2024-04-09,Net 15,Missing Receipt
INV001030,PO002753,V00403,1685.31,2024-12-17,Paid,2025-02-20,Net 60,Missing Receipt
INV001031,PO001725,V00234,9230.23,2025-11-26,Paid,2025-12-12,Net 15,Matched
INV001032,PO002831,V00113,51039.74,2025-09-20,Paid,2025-10-31,Net 45,Price Variance
INV001033,PO001757,V00461,25556.52,2024-10-26,Paid,2024-11-12,Net 15,Matched
INV001034,PO000536,V00116,10345.08,2025-04-12,Paid,2025-04-19,Net 30,Matched
INV001035,PO000209,V00451,2348.9,2024-09-14,Paid,2024-11-07,Net 60,Matched
INV001036,PO003408,V00397,26878.65,2025-07-22,Paid,2025-08-02,Net 15,Missing Receipt
INV001037,PO004543,V00488,6521.85,2025-10-14,Paid,2025-12-13,Net 60,Matched
INV001038,PO000030,V00149,41165.89,2024-11-07,Paid,2024-12-28,Net 60,Matched
INV001039,PO003856,V00082,3603.15,2025-09-14,Paid Late,2025-10-10,Net 15,Matched
INV001040,PO004342,V00325,4860.06,2024-09-25,Paid,2024-10-24,Net 30,Matched
INV001041,PO003743,V00062,3620.96,2025-12-05,Unpaid,,Net 60,Matched
INV001042,PO001046,V00381,35908.38,2025-12-30,Unpaid,,Net 30,Matched
INV001043,PO000628,V00290,3465.97,2024-06-11,Paid Late,2024-07-31,Net 30,Matched
INV001044,PO003110,V00127,30272.61,2025-02-16,Paid,2025-03-04,Net 15,Matched
INV001045,PO000684,V00179,17926.68,2024-12-01,Paid,2024-12-25,Net 30,Matched
INV001046,PO000135,V00225,18296.19,2024-11-12,Paid,2024-12-30,Net 60,Matched
INV001047,PO000424,V00463,64159.53,2025-11-05,Paid,2025-11-27,Net 30,Price Variance
INV001048,PO003345,V00406,3456.3,2024-04-20,Paid,2024-04-28,Net 15,Missing Receipt
INV001049,PO001676,V00086,33177.69,2024-09-18,Paid,2024-10-07,Net 15,Matched
INV001050,PO003944,V00298,79685.83,2025-01-16,Paid,2025-03-05,Net 45,Matched
INV001051,PO005223,V00379,2079.11,2024-12-31,Paid,2025-01-18,Net 30,Price Variance
INV001052,PO005126,V00306,2096.67,2025-09-15,Paid,2025-10-15,Net 30,Matched
INV001053,PO001310,V00395,25581.74,2024-12-10,Paid,2025-01-25,Net 45,Matched
INV001054,PO000801,V00091,10908.77,2025-07-14,Paid,2025-08-14,Net 30,Matched
INV001055,PO004464,V00333,36119.31,2024-01-22,Paid Late,2024-02-13,Net 15,Matched
INV001056,PO004141,V00430,45318.15,2025-11-01,Paid,2025-11-13,Net 15,Matched
INV001057,PO001820,V00401,9485.45,2024-09-27,Paid,2024-11-28,Net 60,Matched
INV001058,PO004956,V00403,10934.11,2025-05-16,Paid,2025-06-15,Net 30,Matched
INV001059,PO004520,V00056,20277.78,2024-08-02,Paid,2024-09-08,Net 45,Missing Receipt
INV001060,PO003865,V00403,10683.48,2024-07-13,Paid Late,2024-09-02,Net 45,Price Variance
INV001061,PO004467,V00130,770.92,2024-07-24,Paid,2024-09-22,Net 60,Matched
INV001062,PO005409,V00196,10985.5,2024-04-01,Paid,2024-04-30,Net 30,Matched
INV001063,PO004060,V00394,27787.65,2025-10-12,Paid Late,2025-11-18,Net 30,Missing Receipt
INV001064,PO002105,V00274,11460.78,2025-05-11,Paid,2025-06-15,Net 30,Missing Receipt
INV001065,PO003339,V00053,15129.5,2024-05-24,Paid,2024-06-10,Net 15,Matched
INV001066,PO005364,V00254,3899.13,2025-01-01,Paid,2025-01-20,Net 15,Missing Receipt
INV001067,PO001660,V00122,1118.64,2024-02-03,Paid,2024-04-03,Net 60,Missing Receipt
INV001068,PO001438,V00071,3927.09,2025-10-19,Paid,2025-12-14,Net 60,Matched
INV001069,PO005284,V00368,51760.38,2024-02-26,Paid,2024-04-27,Net 60,Matched
INV001070,PO005324,V00452,5046.3,2024-06-26,Paid,2024-08-10,Net 45,Missing Receipt
INV001071,PO003036,V00368,36526.24,2025-08-19,Paid,2025-09-30,Net 45,Matched
INV001072,PO002738,V00302,2100.34,2025-10-06,Paid,2025-11-08,Net 30,Matched
INV001073,PO001358,V00238,12916.41,2024-07-31,Paid Late,2024-08-30,Net 15,Matched
INV001074,PO004760,V00368,10626.13,2024-09-20,Paid,2024-10-21,Net 30,Matched
INV001075,PO001031,V00005,18216.9,2025-11-28,Paid,2025-12-26,Net 30,Matched
INV001076,PO000617,V00244,3506.11,2024-04-07,Paid Late,2024-05-16,Net 30,Matched
INV001077,PO001205,V00366,9449.46,2025-06-26,Paid,2025-08-12,Net 45,Matched
INV001078,PO002958,V00433,7735.87,2025-09-29,Paid,2025-11-29,Net 60,Matched
INV001079,PO001834,V00066,71535.92,2024-12-09,Paid Late,2025-01-03,Net 15,Matched
INV001080,PO003619,V00037,13261.31,2025-06-15,Paid Late,2025-07-22,Net 30,Matched
INV001081,PO004217,V00403,13781.1,2024-02-11,Paid,2024-03-30,Net 45,Price Variance
INV001082,PO001781,V00475,2062.52,2024-07-23,Paid,2024-09-24,Net 60,Price Variance
INV001083,PO002850,V00234,6940.17,2024-06-30,Paid,2024-08-19,Net 45,Matched
INV001084,PO000409,V00261,1171.3,2025-03-09,Paid,2025-04-12,Net 45,Matched
INV001085,PO002334,V00054,10308.37,2025-09-13,Paid,2025-09-18,Net 15,Price Variance
INV001086,PO000778,V00016,1848.8,2024-07-15,Paid,2024-07-27,Net 15,Matched
INV001087,PO000779,V00358,17812.21,2024-10-02,Paid Late,2024-12-08,Net 60,Matched
INV001088,PO002443,V00136,63412.0,2025-09-14,Paid Late,2025-10-25,Net 30,Matched
INV001089,PO000521,V00403,6748.84,2025-01-17,Paid,2025-02-21,Net 45,Matched
INV001090,PO003886,V00263,17295.84,2025-02-04,Paid,2025-03-27,Net 60,Price Variance
INV001091,PO002376,V00214,14592.5,2025-09-05,Paid,2025-10-03,Net 30,Matched
INV001092,PO004276,V00462,23159.87,2025-04-04,Paid,2025-04-22,Net 15,Matched
INV001093,PO001983,V00134,5776.08,2024-06-25,Paid,2024-08-12,Net 45,Matched
INV001094,PO000979,V00405,12244.08,2024-07-01,Paid Late,2024-08-14,Net 30,Matched
INV001095,PO005416,V00219,7826.54,2025-12-16,Unpaid,,Net 45,Matched
INV001096,PO004708,V00171,21892.48,2025-10-01,Paid,2025-11-17,Net 60,Matched
INV001097,PO005098,V00385,38908.43,2025-01-31,Paid Late,2025-02-23,Net 15,Matched
INV001098,PO001852,V00232,7648.82,2024-10-17,Paid,2024-11-10,Net 30,Missing Receipt
INV001099,PO005037,V00062,1532.41,2025-10-28,Paid,2025-12-10,Net 45,Matched
INV001100,PO002177,V00004,13370.33,2025-10-14,Paid,2025-11-24,Net 45,Matched
INV001101,PO002659,V00358,14132.48,2025-03-16,Paid Late,2025-05-29,Net 60,Matched
INV001102,PO000254,V00289,847.44,2025-04-05,Paid,2025-04-21,Net 15,Missing Receipt
INV001103,PO005105,V00352,7969.7,2024-08-01,Paid Late,2024-10-09,Net 60,Missing Receipt
INV001104,PO001469,V00173,33259.83,2025-09-07,Paid,2025-09-26,Net 30,Missing Receipt
INV001105,PO001441,V00286,47175.67,2024-08-09,Paid,2024-09-13,Net 45,Matched
INV001106,PO000686,V00282,11995.59,2025-03-27,Paid,2025-04-02,Net 15,Matched
INV001107,PO002325,V00378,2772.42,2025-08-06,Paid,2025-08-22,Net 15,Matched
INV001108,PO000490,V00134,31665.38,2025-03-21,Paid Late,2025-06-03,Net 60,Matched
INV001109,PO002119,V00389,4872.0,2025-05-26,Paid,2025-07-28,Net 60,Matched
INV001110,PO003129,V00368,22696.28,2024-07-05,Paid,2024-07-15,Net 15,Matched
INV001111,PO000546,V00229,75074.35,2025-04-03,Paid,2025-05-15,Net 45,Matched
INV001112,PO004727,V00293,249533.82,2025-10-15,Paid,2025-11-08,Net 30,Matched
INV001113,PO005111,V00342,4296.21,2024-12-08,Paid Late,2025-01-01,Net 15,Missing Receipt
INV001114,PO005049,V00368,9956.19,2024-12-27,Paid,2025-02-14,Net 45,Price Variance
INV001115,PO002361,V00193,38690.84,2025-07-17,Paid,2025-09-06,Net 60,Matched
INV001116,PO001180,V00045,9991.46,2025-02-10,Paid,2025-04-07,Net 60,Matched
INV001117,PO003509,V00284,20910.63,2024-12-14,Paid,2025-01-08,Net 30,Matched
INV001118,PO004915,V00480,31117.61,2025-12-30,Unpaid,,Net 60,Price Variance
INV001119,PO004314,V00245,3979.24,2025-11-03,Paid Late,2025-12-31,Net 45,Matched
INV001120,PO000743,V00333,16009.68,2025-06-25,Paid,2025-08-22,Net 60,Matched
INV001121,PO001940,V00357,6712.24,2024-11-27,Paid Late,2024-12-20,Net 15,Matched
INV001122,PO000652,V00180,4119.66,2025-08-01,Paid,2025-09-01,Net 30,Price Variance
INV001123,PO000544,V00383,2046.75,2025-12-25,Paid,2025-12-30,Net 15,Matched
INV001124,PO002758,V00382,1449.88,2024-05-20,Paid Late,2024-07-12,Net 45,Matched
INV001125,PO000415,V00445,9722.21,2025-09-02,Paid Late,2025-10-08,Net 30,Missing Receipt
INV001126,PO003645,V00269,13643.72,2025-12-20,Paid,2025-12-28,Net 15,Matched
INV001127,PO003101,V00368,13339.28,2025-04-14,Paid Late,2025-06-22,Net 60,Matched
INV001128,PO002160,V00093,5516.76,2024-07-02,Paid,2024-07-21,Net 15,Matched
INV001129,PO000610,V00306,2502.6,2025-06-11,Paid Late,2025-07-19,Net 30,Matched
INV001130,PO001884,V00205,4109.49,2025-04-07,Paid,2025-04-24,Net 15,Matched
INV001131,PO001723,V00355,26596.93,2024-02-12,Paid,2024-03-09,Net 30,Matched
INV001132,PO001293,V00073,10888.02,2025-10-21,Paid,2025-11-27,Net 45,Missing Receipt
INV001133,PO002440,V00105,3650.22,2025-11-20,Unpaid,,Net 60,Matched
INV001134,PO004376,V00403,45087.93,2024-09-09,Paid,2024-10-05,Net 30,Price Variance
INV001135,PO002747,V00241,959.28,2025-04-17,Paid,2025-06-18,Net 60,Missing Receipt
INV001136,PO005179,V00068,6081.7,2025-07-02,Paid Late,2025-08-17,Net 30,Matched
INV001137,PO003972,V00309,5211.33,2025-08-04,Paid,2025-10-08,Net 60,Matched
INV001138,PO002146,V00306,15453.28,2025-10-04,Paid,2025-11-05,Net 30,Matched
INV001139,PO001877,V00336,748.87,2024-10-12,Paid,2024-10-24,Net 15,Missing Receipt
INV001140,PO001305,V00222,22059.7,2024-03-23,Paid,2024-05-20,Net 60,Matched
INV001141,PO002434,V00342,4754.74,2024-11-25,Paid,2025-01-18,Net 60,Matched
INV001142,PO004210,V00104,5142.45,2025-06-02,Paid,2025-06-09,Net 15,Price Variance
INV001143,PO001440,V00462,32111.88,2026-01-13,Unpaid,,Net 30,Matched
INV001144,PO000303,V00141,11303.41,2024-01-25,Paid,2024-03-26,Net 60,Matched
INV001145,PO002185,V00379,3012.8,2024-11-21,Paid,2025-01-03,Net 45,Matched
INV001146,PO002073,V00314,10988.83,2024-02-24,Paid,2024-02-29,Net 15,Matched
INV001147,PO001226,V00246,9505.41,2025-11-24,Paid,2025-12-14,Net 15,Matched
INV001148,PO003596,V00422,6554.09,2025-07-06,Paid Late,2025-08-26,Net 45,Price Variance
INV001149,PO002265,V00200,88168.11,2024-12-06,Paid Late,2025-02-12,Net 60,Matched
INV001150,PO002260,V00293,148571.38,2025-08-28,Paid Late,2025-11-11,Net 60,Matched
INV001151,PO000346,V00430,45126.9,2024-02-08,Paid Late,2024-04-14,Net 60,Price Variance
INV001152,PO001802,V00415,8372.07,2025-10-29,Paid,2025-11-12,Net 15,Price Variance
INV001153,PO005301,V00145,152605.17,2024-09-28,Paid Late,2024-11-22,Net 45,Matched
INV001154,PO003775,V00354,37804.86,2026-01-21,Unpaid,,Net 60,Matched
INV001155,PO003078,V00472,30111.67,2025-12-16,Unpaid,,Net 30,Matched
INV001156,PO003753,V00368,15703.34,2025-02-08,Paid,2025-03-14,Net 45,Matched
INV001157,PO004917,V00285,226143.95,2024-02-26,Paid,2024-04-10,Net 45,Matched
INV001158,PO003882,V00305,22865.2,2024-07-04,Paid,2024-08-11,Net 60,Matched
INV001159,PO004837,V00317,10278.43,2024-12-31,Paid,2025-01-29,Net 30,Matched
INV001160,PO005257,V00356,49174.82,2025-02-18,Paid,2025-04-04,Net 45,Matched
INV001161,PO001738,V00173,4591.22,2024-10-09,Paid,2024-11-17,Net 45,Matched
INV001162,PO004886,V00323,9246.74,2024-12-20,Paid Late,2025-01-10,Net 15,Matched
INV001163,PO000292,V00083,422.25,2025-07-12,Paid Late,2025-08-28,Net 30,Matched
INV001164,PO000160,V00466,5426.86,2024-02-15,Paid,2024-03-16,Net 30,Matched
INV001165,PO004058,V00433,440.74,2025-07-29,Paid,2025-08-16,Net 15,Matched
INV001166,PO003860,V00319,5963.54,2025-09-13,Paid,2025-10-02,Net 30,Missing Receipt
INV001167,PO004008,V00468,4206.98,2025-09-20,Paid Late,2025-11-19,Net 45,Matched
INV001168,PO002282,V00077,1837.43,2025-04-12,Paid,2025-06-13,Net 60,Matched
INV001169,PO002101,V00010,7621.65,2025-08-20,Paid,2025-09-12,Net 30,Matched
INV001170,PO003465,V00026,6135.67,2024-08-19,Paid Late,2024-09-18,Net 15,Matched
INV001171,PO001953,V00368,34520.55,2025-12-21,Unpaid,,Net 30,Missing Receipt
INV001172,PO004187,V00185,9145.53,2025-05-04,Paid,2025-06-22,Net 45,Matched
INV001173,PO003321,V00399,12638.83,2025-01-16,Paid,2025-02-06,Net 30,Matched
INV001174,PO003189,V00430,10011.95,2025-09-20,Paid,2025-10-28,Net 45,Matched
INV001175,PO004541,V00368,15469.09,2024-03-25,Paid,2024-05-03,Net 45,Missing Receipt
INV001176,PO003336,V00054,27138.05,2024-03-24,Paid Late,2024-04-17,Net 15,Matched
INV001177,PO002446,V00263,16562.06,2024-12-20,Paid,2025-01-02,Net 15,Matched
INV001178,PO005357,V00403,3460.82,2025-11-06,Paid,2025-12-15,Net 45,Price Variance
INV001179,PO002903,V00239,5066.64,2025-09-25,Paid Late,2025-11-30,Net 60,Matched
INV001180,PO004338,V00418,22933.89,2025-01-21,Paid Late,2025-03-26,Net 45,Matched
INV001181,PO004599,V00252,2370.44,2024-07-28,Paid,2024-08-31,Net 30,Matched
INV001182,PO001507,V00117,3486.44,2025-09-05,Paid Late,2025-10-07,Net 15,Matched
INV001183,PO000691,V00369,50238.11,2024-07-11,Paid,2024-08-04,Net 30,Matched
INV001184,PO002012,V00397,39183.47,2024-11-29,Paid,2025-01-30,Net 60,Matched
INV001185,PO003966,V00210,13531.89,2025-12-08,Unpaid,,Net 45,Matched
INV001186,PO004408,V00030,3879.91,2025-03-30,Paid Late,2025-05-09,Net 30,Matched
INV001187,PO005228,V00403,16448.04,2025-05-11,Paid,2025-05-24,Net 15,Matched
INV001188,PO003328,V00145,11393.58,2024-06-14,Paid,2024-07-09,Net 45,Price Variance
INV001189,PO002147,V00403,33668.92,2024-04-16,Paid,2024-06-11,Net 60,Matched
INV001190,PO000323,V00346,49038.39,2024-05-16,Paid,2024-07-03,Net 45,Missing Receipt
INV001191,PO001571,V00110,22662.8,2025-06-02,Paid,2025-06-18,Net 15,Matched
INV001192,PO005319,V00294,9626.18,2025-06-07,Paid,2025-06-26,Net 15,Matched
INV001193,PO001373,V00125,9344.49,2024-11-23,Paid Late,2025-01-28,Net 60,Matched
INV001194,PO002771,V00101,4671.99,2024-03-03,Paid,2024-04-12,Net 45,Matched
INV001195,PO002136,V00290,7180.08,2025-03-12,Paid Late,2025-04-19,Net 15,Matched
INV001196,PO001136,V00281,8698.06,2025-03-18,Paid,2025-03-23,Net 15,Matched
INV001197,PO004821,V00393,15708.77,2025-07-10,Paid Late,2025-07-31,Net 15,Matched
INV001198,PO004618,V00030,5831.26,2025-06-28,Paid,2025-08-29,Net 60,Missing Receipt
INV001199,PO002907,V00138,2693.63,2025-06-05,Paid,2025-07-04,Net 30,Missing Receipt
INV001200,PO000761,V00325,7922.67,2025-11-13,Paid,2025-12-14,Net 30,Matched
INV001201,PO000904,V00409,2829.04,2025-03-31,Paid,2025-05-02,Net 30,Matched
INV001202,PO002940,V00399,11826.09,2024-12-05,Paid Late,2025-01-13,Net 30,Price Variance
INV001203,PO001491,V00450,25893.8,2025-04-11,Paid,2025-04-29,Net 15,Matched
INV001204,PO002140,V00247,7501.48,2025-06-13,Paid,2025-07-14,Net 30,Matched
INV001205,PO004827,V00226,65079.68,2025-11-06,Paid,2025-12-07,Net 45,Matched
INV001206,PO000775,V00257,3353.79,2025-10-17,Paid,2025-12-17,Net 60,Matched
INV001207,PO001958,V00262,20850.92,2025-08-26,Paid Late,2025-10-04,Net 30,Matched
INV001208,PO001175,V00455,6620.98,2025-07-15,Paid,2025-08-17,Net 30,Price Variance
INV001209,PO003643,V00416,15170.31,2024-12-18,Paid,2025-02-06,Net 60,Matched
INV001210,PO000629,V00371,10513.69,2024-07-14,Paid,2024-09-08,Net 60,Matched
INV001211,PO000188,V00368,34819.25,2025-04-13,Paid Late,2025-05-15,Net 15,Matched
INV001212,PO003697,V00093,1596.72,2025-11-05,Paid,2025-12-09,Net 30,Matched
INV001213,PO001839,V00142,2605.35,2024-04-23,Paid,2024-06-23,Net 60,Matched
INV001214,PO001254,V00396,6510.29,2026-01-20,Unpaid,,Net 45,Price Variance
INV001215,PO000156,V00496,18145.56,2025-12-06,Paid,2025-12-20,Net 15,Matched
INV001216,PO004824,V00401,8647.06,2025-03-31,Paid Late,2025-04-25,Net 15,Matched
